source           ,1..3,782,950        ,3,782,950,==,source    
dnaA             ,1..1416             ,1416     ,=>,gene      
dnaA             ,1..1416             ,1416     ,=>,CDS       
dnaN             ,1649..2755          ,1107     ,=>,gene      
dnaN             ,1649..2755          ,1107     ,=>,CDS       
recF             ,2755..3879          ,1125     ,=>,gene      
recF             ,2755..3879          ,1125     ,=>,CDS       
gyrB             ,3966..6386          ,2421     ,=>,gene      
gyrB             ,3966..6386          ,2421     ,=>,CDS       
gyrA             ,6410..8893          ,2484     ,=>,gene      
gyrA             ,6410..8893          ,2484     ,=>,CDS       
BD_RS00030       ,8895..9692          ,798      ,=>,gene      
BD_RS00030       ,8895..9692          ,798      ,=>,CDS       
BD_RS00035       ,9692..9928          ,237      ,=>,gene      
BD_RS00035       ,9692..9928          ,237      ,=>,CDS       
BD_RS00040       ,9925..10,281        ,357      ,=>,gene      
BD_RS00040       ,9925..10,281        ,357      ,=>,CDS       
BD_RS01085       ,223,413..224,168    ,756      ,<=,gene      
BD_RS01085       ,223,413..224,168    ,756      ,<=,CDS       
BD_RS01090       ,224,207..225,199    ,993      ,<=,gene      
BD_RS01090       ,224,207..225,199    ,993      ,<=,CDS       
BD_RS01095       ,225,373..225,573    ,201      ,=>,gene      
BD_RS01095       ,225,373..225,573    ,201      ,=>,CDS       
BD_RS01100       ,225,666..226,112    ,447      ,=>,gene      
BD_RS01100       ,225,666..226,112    ,447      ,=>,CDS       
BD_RS01105       ,226,127..227,995    ,1869     ,=>,gene      
BD_RS01105       ,226,127..227,995    ,1869     ,=>,CDS       
rpoD             ,228,010..229,839    ,1830     ,=>,gene      
rpoD             ,228,010..229,839    ,1830     ,=>,CDS       
BD_RS01115       ,229,983..230,059    ,77       ,=>,gene      
BD_RS01115       ,229,983..230,059    ,77       ,=>,tRNA      
BD_RS01120       ,230,352..230,708    ,357      ,=>,gene      
BD_RS01120       ,230,352..230,708    ,357      ,=>,CDS       
BD_RS01125       ,230,742..231,269    ,528      ,<=,gene      
BD_RS01125       ,230,742..231,269    ,528      ,<=,CDS       
BD_RS01130       ,231,411..232,775    ,1365     ,<=,gene      
BD_RS01130       ,231,411..232,775    ,1365     ,<=,CDS       
BD_RS01135       ,232,891..233,163    ,273      ,<=,gene      
BD_RS01135       ,232,891..233,163    ,273      ,<=,CDS       
BD_RS01140       ,233,284..234,054    ,771      ,=>,gene      
BD_RS01140       ,233,284..234,054    ,771      ,=>,CDS       
BD_RS01145       ,234,051..234,299    ,249      ,<=,gene      
BD_RS01145       ,234,051..234,299    ,249      ,<=,CDS       
BD_RS01150       ,234,407..235,030    ,624      ,<=,gene      
BD_RS01150       ,234,407..235,030    ,624      ,<=,CDS       
BD_RS01155       ,235,031..236,005    ,975      ,<=,gene      
BD_RS01155       ,235,031..236,005    ,975      ,<=,CDS       
BD_RS01160       ,236,225..239,695    ,3471     ,=>,gene      
BD_RS01160       ,236,225..239,695    ,3471     ,=>,CDS       
BD_RS01165       ,239,670..240,182    ,513      ,<=,gene      
BD_RS01165       ,239,670..240,182    ,513      ,<=,CDS       
BD_RS01170       ,240,179..241,618    ,1440     ,<=,gene      
BD_RS01170       ,240,179..241,618    ,1440     ,<=,CDS       
BD_RS01175       ,241,701..243,266    ,1566     ,<=,gene      
BD_RS01175       ,241,701..243,266    ,1566     ,<=,CDS       
BD_RS01180       ,243,257..245,542    ,2286     ,<=,gene      
BD_RS01180       ,243,257..245,542    ,2286     ,<=,CDS       
BD_RS01185       ,245,742..246,716    ,975      ,=>,gene      
BD_RS01185       ,245,742..246,716    ,975      ,=>,CDS       
BD_RS01190       ,246,713..247,468    ,756      ,<=,gene      
BD_RS01190       ,246,713..247,468    ,756      ,<=,CDS       
BD_RS01195       ,247,520..247,792    ,273      ,=>,gene      
BD_RS01195       ,247,520..247,792    ,273      ,=>,CDS       
BD_RS01200       ,247,795..249,078    ,1284     ,=>,gene      
BD_RS01200       ,247,795..249,078    ,1284     ,=>,CDS       
BD_RS01205       ,249,122..249,925    ,804      ,=>,gene      
BD_RS01205       ,249,122..249,925    ,804      ,=>,CDS       
BD_RS17925       ,249,935..251,350    ,1416     ,=>,gene      
BD_RS17925       ,249,935..251,350    ,1416     ,=>,CDS       
BD_RS01215       ,251,519..252,796    ,1278     ,=>,gene      
BD_RS01215       ,251,519..252,796    ,1278     ,=>,CDS       
BD_RS01220       ,252,777..253,664    ,888      ,<=,gene      
BD_RS01220       ,252,777..253,664    ,888      ,<=,CDS       
BD_RS01225       ,253,815..254,369    ,555      ,=>,gene      
BD_RS01225       ,253,815..254,369    ,555      ,=>,CDS       
BD_RS01230       ,254,423..254,812    ,390      ,<=,gene      
BD_RS01230       ,254,423..254,812    ,390      ,<=,CDS       
glnA             ,254,914..256,326    ,1413     ,<=,gene      
glnA             ,254,914..256,326    ,1413     ,<=,CDS       
BD_RS01240       ,256,358..256,696    ,339      ,<=,gene      
BD_RS01240       ,256,358..256,696    ,339      ,<=,CDS       
BD_RS01245       ,256,949..257,551    ,603      ,=>,gene      
BD_RS01245       ,256,949..257,551    ,603      ,=>,CDS       
BD_RS01250       ,257,544..258,026    ,483      ,=>,gene      
BD_RS01250       ,257,544..258,026    ,483      ,=>,CDS       
secA             ,258,157..260,826    ,2670     ,=>,gene      
secA             ,258,157..260,826    ,2670     ,=>,CDS       
BD_RS01260       ,260,827..261,663    ,837      ,=>,gene      
BD_RS01260       ,260,827..261,663    ,837      ,=>,CDS       
BD_RS01265       ,261,644..262,243    ,600      ,=>,gene      
BD_RS01265       ,261,644..262,243    ,600      ,=>,CDS       
bamE             ,262,372..262,773    ,402      ,=>,gene      
bamE             ,262,372..262,773    ,402      ,=>,CDS       
BD_RS01275       ,262,778..263,440    ,663      ,<=,gene      
BD_RS01275       ,262,778..263,440    ,663      ,<=,CDS       
BD_RS01280       ,263,472..264,128    ,657      ,<=,gene      
BD_RS01280       ,263,472..264,128    ,657      ,<=,CDS       
BD_RS01285       ,264,195..264,719    ,525      ,<=,gene      
BD_RS01285       ,264,195..264,719    ,525      ,<=,CDS       
BD_RS01290       ,264,793..266,292    ,1500     ,<=,gene      
BD_RS01290       ,264,793..266,292    ,1500     ,<=,CDS       
BD_RS01295       ,266,307..267,317    ,1011     ,<=,gene      
BD_RS01295       ,266,307..267,317    ,1011     ,<=,CDS       
BD_RS01300       ,267,462..268,211    ,750      ,=>,gene      
BD_RS01300       ,267,462..268,211    ,750      ,=>,CDS       
BD_RS01305       ,268,238..269,248    ,1011     ,=>,gene      
BD_RS01305       ,268,238..269,248    ,1011     ,=>,CDS       
BD_RS01310       ,269,245..270,021    ,777      ,=>,gene      
BD_RS01310       ,269,245..270,021    ,777      ,=>,CDS       
BD_RS01315       ,270,227..270,706    ,480      ,=>,gene      
BD_RS01315       ,270,227..270,706    ,480      ,=>,CDS       
BD_RS01320       ,270,722..271,600    ,879      ,=>,gene      
BD_RS01320       ,270,722..271,600    ,879      ,=>,CDS       
coxB             ,271,607..272,563    ,957      ,=>,gene      
coxB             ,271,607..272,563    ,957      ,=>,CDS       
ctaD             ,272,574..274,181    ,1608     ,=>,gene      
ctaD             ,272,574..274,181    ,1608     ,=>,CDS       
BD_RS01335       ,274,168..274,833    ,666      ,=>,gene      
BD_RS01335       ,274,168..274,833    ,666      ,=>,CDS       
BD_RS01340       ,274,837..275,172    ,336      ,=>,gene      
BD_RS01340       ,274,837..275,172    ,336      ,=>,CDS       
cyoE             ,275,180..276,058    ,879      ,=>,gene      
cyoE             ,275,180..276,058    ,879      ,=>,CDS       
maiA             ,276,086..276,742    ,657      ,<=,gene      
maiA             ,276,086..276,742    ,657      ,<=,CDS       
BD_RS01355       ,276,807..277,532    ,726      ,=>,gene      
BD_RS01355       ,276,807..277,532    ,726      ,=>,CDS       
BD_RS01360       ,277,563..278,144    ,582      ,=>,gene      
BD_RS01360       ,277,563..278,144    ,582      ,=>,CDS       
BD_RS01365       ,278,168..279,148    ,981      ,=>,gene      
BD_RS01365       ,278,168..279,148    ,981      ,=>,CDS       
BD_RS01370       ,279,177..279,746    ,570      ,<=,gene      
BD_RS01370       ,279,177..279,746    ,570      ,<=,CDS       
BD_RS01375       ,280,169..285,637    ,5469     ,=>,gene      
BD_RS01375       ,280,169..285,637    ,5469     ,=>,CDS       
pbpC             ,285,622..287,652    ,2031     ,=>,gene      
pbpC             ,285,622..287,652    ,2031     ,=>,CDS       
BD_RS01385       ,287,653..288,060    ,408      ,<=,gene      
BD_RS01385       ,287,653..288,060    ,408      ,<=,CDS       
BD_RS01390       ,288,113..288,616    ,504      ,<=,gene      
BD_RS01390       ,288,113..288,616    ,504      ,<=,CDS       
BD_RS01395       ,288,628..292,026    ,3399     ,<=,gene      
BD_RS01395       ,288,628..292,026    ,3399     ,<=,CDS       
BD_RS01400       ,292,033..292,344    ,312      ,<=,gene      
BD_RS01400       ,292,033..292,344    ,312      ,<=,CDS       
BD_RS01405       ,292,477..293,355    ,879      ,=>,gene      
BD_RS01405       ,292,477..293,355    ,879      ,=>,CDS       
rnk              ,293,574..293,990    ,417      ,=>,gene      
rnk              ,293,574..293,990    ,417      ,=>,CDS       
BD_RS01415       ,293,987..294,412    ,426      ,<=,gene      
BD_RS01415       ,293,987..294,412    ,426      ,<=,CDS       
BD_RS01420       ,294,495..295,475    ,981      ,=>,gene      
BD_RS01420       ,294,495..295,475    ,981      ,=>,CDS       
BD_RS01425       ,295,482..296,408    ,927      ,<=,gene      
BD_RS01425       ,295,482..296,408    ,927      ,<=,CDS       
BD_RS01430       ,296,463..297,362    ,900      ,=>,gene      
BD_RS01430       ,296,463..297,362    ,900      ,=>,CDS       
BD_RS01435       ,297,450..298,064    ,615      ,=>,gene      
BD_RS01435       ,297,450..298,064    ,615      ,=>,CDS       
BD_RS01440       ,298,061..298,885    ,825      ,<=,gene      
BD_RS01440       ,298,061..298,885    ,825      ,<=,CDS       
BD_RS01445       ,298,866..299,318    ,453      ,<=,gene      
BD_RS01445       ,298,866..299,318    ,453      ,<=,CDS       
BD_RS01450       ,299,388..300,551    ,1164     ,=>,gene      
BD_RS01450       ,299,388..300,551    ,1164     ,=>,CDS       
rsmG             ,300,552..301,169    ,618      ,<=,gene      
rsmG             ,300,552..301,169    ,618      ,<=,CDS       
BD_RS01460       ,301,531..302,130    ,600      ,=>,gene      
BD_RS01460       ,301,531..302,130    ,600      ,=>,CDS       
tpx              ,302,192..302,689    ,498      ,=>,gene      
tpx              ,302,192..302,689    ,498      ,=>,CDS       
BD_RS01470       ,302,784..304,139    ,1356     ,=>,gene      
BD_RS01470       ,302,784..304,139    ,1356     ,=>,CDS       
BD_RS01475       ,304,173..304,499    ,327      ,<=,gene      
BD_RS01475       ,304,173..304,499    ,327      ,<=,CDS       
BD_RS01480       ,304,500..304,859    ,360      ,<=,gene      
BD_RS01480       ,304,500..304,859    ,360      ,<=,CDS       
BD_RS01485       ,304,861..305,358    ,498      ,<=,gene      
BD_RS01485       ,304,861..305,358    ,498      ,<=,CDS       
BD_RS01490       ,305,665..305,979    ,315      ,=>,gene      
BD_RS01490       ,305,665..305,979    ,315      ,=>,CDS       
infA             ,306,046..306,267    ,222      ,=>,gene      
infA             ,306,046..306,267    ,222      ,=>,CDS       
BD_RS01500       ,306,292..307,539    ,1248     ,<=,gene      
BD_RS01500       ,306,292..307,539    ,1248     ,<=,CDS       
BD_RS01505       ,307,619..308,203    ,585      ,<=,gene      
BD_RS01505       ,307,619..308,203    ,585      ,<=,CDS       
BD_RS01510       ,308,387..309,625    ,1239     ,=>,gene      
BD_RS01510       ,308,387..309,625    ,1239     ,=>,CDS       
BD_RS01515       ,309,646..309,993    ,348      ,<=,gene      
BD_RS01515       ,309,646..309,993    ,348      ,<=,CDS       
BD_RS01520       ,309,996..310,544    ,549      ,<=,gene      
BD_RS01520       ,309,996..310,544    ,549      ,<=,CDS       
BD_RS01525       ,310,754..311,509    ,756      ,=>,gene      
BD_RS01525       ,310,754..311,509    ,756      ,=>,CDS       
BD_RS01530       ,311,533..313,143    ,1611     ,=>,gene      
BD_RS01530       ,311,533..313,143    ,1611     ,=>,CDS       
BD_RS01535       ,313,143..313,475    ,333      ,=>,gene      
BD_RS01535       ,313,143..313,475    ,333      ,=>,CDS       
BD_RS01540       ,313,676..313,766    ,91       ,<=,gene      
BD_RS01540       ,313,676..313,766    ,91       ,<=,tRNA      
BD_RS01545       ,313,845..314,348    ,504      ,<=,gene      
BD_RS01545       ,313,845..314,348    ,504      ,<=,CDS       
BD_RS01550       ,314,345..315,454    ,1110     ,<=,gene      
BD_RS01550       ,314,345..315,454    ,1110     ,<=,CDS       
BD_RS01555       ,315,499..316,770    ,1272     ,<=,gene      
BD_RS01555       ,315,499..316,770    ,1272     ,<=,CDS       
BD_RS01560       ,316,952..318,259    ,1308     ,<=,gene      
BD_RS01560       ,316,952..318,259    ,1308     ,<=,CDS       
BD_RS01565       ,318,292..319,935    ,1644     ,<=,gene      
BD_RS01565       ,318,292..319,935    ,1644     ,<=,CDS       
BD_RS01570       ,319,956..320,411    ,456      ,<=,gene      
BD_RS01570       ,319,956..320,411    ,456      ,<=,CDS       
BD_RS18025       ,320,408..320,941    ,534      ,<=,gene      
BD_RS18025       ,320,408..320,941    ,534      ,<=,CDS       
BD_RS01580       ,321,102..321,575    ,474      ,=>,gene      
BD_RS01580       ,321,102..321,575    ,474      ,=>,CDS       
BD_RS01585       ,321,775..322,260    ,486      ,=>,gene      
BD_RS01585       ,321,775..322,260    ,486      ,=>,CDS       
BD_RS01590       ,322,390..322,752    ,363      ,=>,gene      
BD_RS01590       ,322,390..322,752    ,363      ,=>,CDS       
BD_RS01595       ,322,819..323,418    ,600      ,=>,gene      
BD_RS01595       ,322,819..323,418    ,600      ,=>,CDS       
BD_RS01600       ,323,415..324,080    ,666      ,=>,gene      
BD_RS01600       ,323,415..324,080    ,666      ,=>,CDS       
BD_RS01605       ,324,080..326,629    ,2550     ,=>,gene      
BD_RS01605       ,324,080..326,629    ,2550     ,=>,CDS       
BD_RS01610       ,326,676..327,692    ,1017     ,=>,gene      
BD_RS01610       ,326,676..327,692    ,1017     ,=>,CDS       
BD_RS01615       ,327,682..328,566    ,885      ,<=,gene      
BD_RS01615       ,327,682..328,566    ,885      ,<=,CDS       
BD_RS01620       ,328,563..329,081    ,519      ,<=,gene      
BD_RS01620       ,328,563..329,081    ,519      ,<=,CDS       
BD_RS01625       ,329,202..330,077    ,876      ,=>,gene      
BD_RS01625       ,329,202..330,077    ,876      ,=>,CDS       
BD_RS01630       ,330,113..330,877    ,765      ,=>,gene      
BD_RS01630       ,330,113..330,877    ,765      ,=>,CDS       
dinB             ,330,910..331,980    ,1071     ,=>,gene      
dinB             ,330,910..331,980    ,1071     ,=>,CDS       
BD_RS18235       ,332,228..332,365    ,138      ,=>,gene      
BD_RS18235       ,332,228..332,365    ,138      ,=>,CDS       
BD_RS18135       ,332,433..332,582    ,150      ,=>,gene      
BD_RS18135       ,332,433..332,582    ,150      ,=>,CDS       
BD_RS01640       ,332,610..332,969    ,360      ,<=,gene      
BD_RS01640       ,332,610..332,969    ,360      ,<=,CDS       
BD_RS01645       ,332,962..334,017    ,1056     ,<=,gene      
BD_RS01645       ,332,962..334,017    ,1056     ,<=,CDS       
BD_RS01650       ,334,322..335,788    ,1467     ,=>,gene      
BD_RS01650       ,334,322..335,788    ,1467     ,=>,CDS       
BD_RS01655       ,335,875..336,873    ,999      ,=>,gene      
BD_RS01655       ,335,875..336,873    ,999      ,=>,CDS       
BD_RS01660       ,336,870..337,889    ,1020     ,=>,gene      
BD_RS01660       ,336,870..337,889    ,1020     ,=>,CDS       
BD_RS01665       ,338,050..338,643    ,594      ,=>,gene      
BD_RS01665       ,338,050..338,643    ,594      ,=>,CDS       
BD_RS01670       ,338,730..339,635    ,906      ,=>,gene      
BD_RS01670       ,338,730..339,635    ,906      ,=>,CDS       
speA             ,339,740..341,641    ,1902     ,<=,gene      
speA             ,339,740..341,641    ,1902     ,<=,CDS       
BD_RS01680       ,341,827..344,217    ,2391     ,<=,gene      
BD_RS01680       ,341,827..344,217    ,2391     ,<=,CDS       
BD_RS01685       ,344,725..345,723    ,999      ,=>,gene      
BD_RS01685       ,344,725..345,723    ,999      ,=>,CDS       
BD_RS01690       ,345,768..346,805    ,1038     ,=>,gene      
BD_RS01690       ,345,768..346,805    ,1038     ,=>,CDS       
trmB             ,346,843..347,472    ,630      ,=>,gene      
trmB             ,346,843..347,472    ,630      ,=>,CDS       
BD_RS17935       ,347,555..347,863    ,309      ,=>,gene      
BD_RS17935       ,347,555..347,863    ,309      ,=>,CDS       
BD_RS01705       ,347,866..348,153    ,288      ,<=,gene      
BD_RS01705       ,347,866..348,153    ,288      ,<=,CDS       
trxB             ,348,261..349,205    ,945      ,=>,gene      
trxB             ,348,261..349,205    ,945      ,=>,CDS       
BD_RS01715       ,349,213..349,710    ,498      ,=>,gene      
BD_RS01715       ,349,213..349,710    ,498      ,=>,CDS       
BD_RS01720       ,349,891..350,628    ,738      ,=>,gene      
BD_RS01720       ,349,891..350,628    ,738      ,=>,CDS       
BD_RS01725       ,350,642..352,339    ,1698     ,=>,gene      
BD_RS01725       ,350,642..352,339    ,1698     ,=>,CDS       
BD_RS01730       ,352,336..353,439    ,1104     ,<=,gene      
BD_RS01730       ,352,336..353,439    ,1104     ,<=,CDS       
BD_RS01735       ,353,681..354,538    ,858      ,<=,gene      
BD_RS01735       ,353,681..354,538    ,858      ,<=,CDS       
BD_RS01740       ,354,669..355,331    ,663      ,<=,gene      
BD_RS01740       ,354,669..355,331    ,663      ,<=,CDS       
BD_RS01745       ,355,358..355,873    ,516      ,<=,gene      
BD_RS01745       ,355,358..355,873    ,516      ,<=,CDS       
BD_RS01750       ,355,984..356,640    ,657      ,=>,gene      
BD_RS01750       ,355,984..356,640    ,657      ,=>,CDS       
BD_RS01755       ,356,810..357,901    ,1092     ,=>,gene      
BD_RS01755       ,356,810..357,901    ,1092     ,=>,CDS       
BD_RS01760       ,357,944..358,741    ,798      ,<=,gene      
BD_RS01760       ,357,944..358,741    ,798      ,<=,CDS       
BD_RS01765       ,358,792..361,977    ,3186     ,<=,gene      
BD_RS01765       ,358,792..361,977    ,3186     ,<=,CDS       
BD_RS01770       ,361,970..363,229    ,1260     ,<=,gene      
BD_RS01770       ,361,970..363,229    ,1260     ,<=,CDS       
BD_RS01775       ,363,240..363,896    ,657      ,<=,gene      
BD_RS01775       ,363,240..363,896    ,657      ,<=,CDS       
BD_RS01780       ,364,036..364,680    ,645      ,<=,gene      
BD_RS01780       ,364,036..364,680    ,645      ,<=,CDS       
BD_RS01785       ,364,697..365,671    ,975      ,=>,gene      
BD_RS01785       ,364,697..365,671    ,975      ,=>,CDS       
BD_RS01790       ,365,668..366,159    ,492      ,<=,gene      
BD_RS01790       ,365,668..366,159    ,492      ,<=,CDS       
BD_RS01795       ,366,206..366,625    ,420      ,<=,gene      
BD_RS01795       ,366,206..366,625    ,420      ,<=,CDS       
BD_RS01800       ,366,748..367,767    ,1020     ,<=,gene      
BD_RS01800       ,366,748..367,767    ,1020     ,<=,CDS       
BD_RS01805       ,367,848..368,507    ,660      ,<=,gene      
BD_RS01805       ,367,848..368,507    ,660      ,<=,CDS       
BD_RS01810       ,368,504..369,265    ,762      ,<=,gene      
BD_RS01810       ,368,504..369,265    ,762      ,<=,CDS       
